Sexo;Edad;Provincias;Periodo;Total
Mujeres;Total;14 Córdoba;1 de enero de 2007;400.226,24
Mujeres;Total;14 Córdoba;1 de julio de 2006;398.864,40
Mujeres;Total;14 Córdoba;1 de enero de 2006;397.704,59
Mujeres;Total;14 Córdoba;1 de julio de 2005;396.533,39
Mujeres;Total;14 Córdoba;1 de enero de 2005;395.475,75
Mujeres;Total;14 Córdoba;1 de julio de 2004;393.906,85
Mujeres;Total;14 Córdoba;1 de enero de 2004;393.173,80
Mujeres;Total;14 Córdoba;1 de julio de 2003;392.240,60
Mujeres;Total;14 Córdoba;1 de enero de 2003;391.139,87
Mujeres;Total;14 Córdoba;1 de julio de 2002;390.146,57
Mujeres;Total;14 Córdoba;1 de enero de 2002;389.392,73
Mujeres;Total;14 Córdoba;1 de julio de 2001;388.978,51
Mujeres;Total;14 Córdoba;1 de enero de 2001;388.941,77
Mujeres;Total;14 Córdoba;1 de julio de 2000;388.816,64
Mujeres;Total;14 Córdoba;1 de enero de 2000;388.939,50
Mujeres;Total;14 Córdoba;1 de julio de 1999;388.763,64
Mujeres;Total;14 Córdoba;1 de enero de 1999;389.115,78
Mujeres;Total;14 Córdoba;1 de julio de 1998;388.971,80
Mujeres;Total;14 Córdoba;1 de enero de 1998;389.335,82
Mujeres;Total;14 Córdoba;1 de julio de 1997;389.207,45
Mujeres;Total;14 Córdoba;1 de enero de 1997;389.226,08
Mujeres;Total;14 Córdoba;1 de julio de 1996;389.073,91
Mujeres;Total;14 Córdoba;1 de enero de 1996;389.080,75
Mujeres;Total;14 Córdoba;1 de julio de 1995;388.937,70
Mujeres;Total;14 Córdoba;1 de enero de 1995;389.046,65
Mujeres;Total;14 Córdoba;1 de julio de 1994;388.721,35
Mujeres;Total;14 Córdoba;1 de enero de 1994;388.531,06
Mujeres;Total;14 Córdoba;1 de julio de 1993;387.994,60
Mujeres;Total;14 Córdoba;1 de enero de 1993;387.765,13
Mujeres;Total;14 Córdoba;1 de julio de 1992;386.940,44
Mujeres;Total;14 Córdoba;1 de enero de 1992;386.572,75
Mujeres;Total;14 Córdoba;1 de julio de 1991;385.976,50
Mujeres;Total;14 Córdoba;1 de enero de 1991;385.559,98
Mujeres;Total;14 Córdoba;1 de julio de 1990;384.654,41
Mujeres;Total;14 Córdoba;1 de enero de 1990;384.200,97
Mujeres;Total;14 Córdoba;1 de julio de 1989;383.483,13
Mujeres;Total;14 Córdoba;1 de enero de 1989;382.972,49
Mujeres;Total;14 Córdoba;1 de julio de 1988;382.373,09
Mujeres;Total;14 Córdoba;1 de enero de 1988;381.810,34
Mujeres;Total;14 Córdoba;1 de julio de 1987;380.852,25
Mujeres;Total;14 Córdoba;1 de enero de 1987;380.296,20
Mujeres;Total;14 Córdoba;1 de julio de 1986;379.393,77
Mujeres;Total;14 Córdoba;1 de enero de 1986;378.792,81
Mujeres;Total;14 Córdoba;1 de julio de 1985;377.879,15
Mujeres;Total;14 Córdoba;1 de enero de 1985;377.120,73
Mujeres;Total;14 Córdoba;1 de julio de 1984;376.128,35
Mujeres;Total;14 Córdoba;1 de enero de 1984;375.138,12
Mujeres;Total;14 Córdoba;1 de julio de 1983;373.880,05
Mujeres;Total;14 Córdoba;1 de enero de 1983;373.179,98
Mujeres;Total;14 Córdoba;1 de julio de 1982;371.881,28
Mujeres;Total;14 Córdoba;1 de enero de 1982;370.742,58
Mujeres;Total;14 Córdoba;1 de julio de 1981;369.429,90
Mujeres;Total;14 Córdoba;1 de enero de 1981;369.048,22
Mujeres;Total;14 Córdoba;1 de julio de 1980;369.472,60
Mujeres;Total;14 Córdoba;1 de enero de 1980;370.009,06
Mujeres;Total;14 Córdoba;1 de julio de 1979;370.547,40
Mujeres;Total;14 Córdoba;1 de enero de 1979;370.909,81
Mujeres;Total;14 Córdoba;1 de julio de 1978;371.293,94
Mujeres;Total;14 Córdoba;1 de enero de 1978;371.694,01
Mujeres;Total;14 Córdoba;1 de julio de 1977;371.849,28
Mujeres;Total;14 Córdoba;1 de enero de 1977;372.032,19
Mujeres;Total;14 Córdoba;1 de julio de 1976;372.129,55
Mujeres;Total;14 Córdoba;1 de enero de 1976;372.595,06
Mujeres;Total;14 Córdoba;1 de julio de 1975;372.898,16
Mujeres;Total;14 Córdoba;1 de enero de 1975;373.362,62
Mujeres;Total;14 Córdoba;1 de julio de 1974;373.528,78
Mujeres;Total;14 Córdoba;1 de enero de 1974;373.998,12
Mujeres;Total;14 Córdoba;1 de julio de 1973;374.146,52
Mujeres;Total;14 Córdoba;1 de enero de 1973;374.464,81
Mujeres;Total;14 Córdoba;1 de julio de 1972;374.332,99
Mujeres;Total;14 Córdoba;1 de enero de 1972;374.438,26
Mujeres;Total;14 Córdoba;1 de julio de 1971;374.400,48
Mujeres;Total;14 Córdoba;1 de enero de 1971;374.605,03
Mujeres;Total;15 Coruña, A;1 de julio de 2022;583.544,03
Mujeres;Total;15 Coruña, A;1 de enero de 2022;582.400,34
Mujeres;Total;15 Coruña, A;1 de julio de 2021;582.088,33
Mujeres;Total;15 Coruña, A;1 de enero de 2021;583.175,22
Mujeres;Total;15 Coruña, A;1 de julio de 2020;583.750,04
Mujeres;Total;15 Coruña, A;1 de enero de 2020;584.125,37
Mujeres;Total;15 Coruña, A;1 de julio de 2019;583.009,51
Mujeres;Total;15 Coruña, A;1 de enero de 2019;583.251,58
Mujeres;Total;15 Coruña, A;1 de julio de 2018;582.115,39
Mujeres;Total;15 Coruña, A;1 de enero de 2018;582.736,54
Mujeres;Total;15 Coruña, A;1 de julio de 2017;581.803,70
Mujeres;Total;15 Coruña, A;1 de enero de 2017;582.691,23
Mujeres;Total;15 Coruña, A;1 de julio de 2016;582.527,11
Mujeres;Total;15 Coruña, A;1 de enero de 2016;583.585,78
Mujeres;Total;15 Coruña, A;1 de julio de 2015;584.151,71
Mujeres;Total;15 Coruña, A;1 de enero de 2015;585.671,19
Mujeres;Total;15 Coruña, A;1 de julio de 2014;586.426,45
Mujeres;Total;15 Coruña, A;1 de enero de 2014;587.987,47
Mujeres;Total;15 Coruña, A;1 de julio de 2013;589.026,07
Mujeres;Total;15 Coruña, A;1 de enero de 2013;590.462,83
Mujeres;Total;15 Coruña, A;1 de julio de 2012;590.961,90
Mujeres;Total;15 Coruña, A;1 de enero de 2012;591.912,93
Mujeres;Total;15 Coruña, A;1 de julio de 2011;591.388,40
Mujeres;Total;15 Coruña, A;1 de enero de 2011;591.518,41
Mujeres;Total;15 Coruña, A;1 de julio de 2010;591.070,77
Mujeres;Total;15 Coruña, A;1 de enero de 2010;590.586,33
Mujeres;Total;15 Coruña, A;1 de julio de 2009;589.731,02
Mujeres;Total;15 Coruña, A;1 de enero de 2009;589.315,33
Mujeres;Total;15 Coruña, A;1 de julio de 2008;587.426,66
Mujeres;Total;15 Coruña, A;1 de enero de 2008;586.209,46
Mujeres;Total;15 Coruña, A;1 de julio de 2007;584.499,41
Mujeres;Total;15 Coruña, A;1 de enero de 2007;583.082,27
Mujeres;Total;15 Coruña, A;1 de julio de 2006;581.182,78
Mujeres;Total;15 Coruña, A;1 de enero de 2006;580.310,89
Mujeres;Total;15 Coruña, A;1 de julio de 2005;578.473,80
Mujeres;Total;15 Coruña, A;1 de enero de 2005;577.503,66
Mujeres;Total;15 Coruña, A;1 de julio de 2004;575.638,16
Mujeres;Total;15 Coruña, A;1 de enero de 2004;574.753,82
Mujeres;Total;15 Coruña, A;1 de julio de 2003;573.604,47
Mujeres;Total;15 Coruña, A;1 de enero de 2003;573.026,62
Mujeres;Total;15 Coruña, A;1 de julio de 2002;571.435,75
Mujeres;Total;15 Coruña, A;1 de enero de 2002;570.559,80
Mujeres;Total;15 Coruña, A;1 de julio de 2001;570.374,91
Mujeres;Total;15 Coruña, A;1 de enero de 2001;570.254,28
Mujeres;Total;15 Coruña, A;1 de julio de 2000;569.918,85
Mujeres;Total;15 Coruña, A;1 de enero de 2000;570.185,42
Mujeres;Total;15 Coruña, A;1 de julio de 1999;570.038,98
Mujeres;Total;15 Coruña, A;1 de enero de 1999;570.416,55
Mujeres;Total;15 Coruña, A;1 de julio de 1998;570.229,06
Mujeres;Total;15 Coruña, A;1 de enero de 1998;570.379,57
Mujeres;Total;15 Coruña, A;1 de julio de 1997;570.138,26
Mujeres;Total;15 Coruña, A;1 de enero de 1997;570.312,94
Mujeres;Total;15 Coruña, A;1 de julio de 1996;570.253,07
Mujeres;Total;15 Coruña, A;1 de enero de 1996;570.456,20
Mujeres;Total;15 Coruña, A;1 de julio de 1995;570.436,62
Mujeres;Total;15 Coruña, A;1 de enero de 1995;570.474,04
Mujeres;Total;15 Coruña, A;1 de julio de 1994;570.313,53
Mujeres;Total;15 Coruña, A;1 de enero de 1994;570.242,02
Mujeres;Total;15 Coruña, A;1 de julio de 1993;569.997,46
Mujeres;Total;15 Coruña, A;1 de enero de 1993;569.679,91
Mujeres;Total;15 Coruña, A;1 de julio de 1992;569.158,19
Mujeres;Total;15 Coruña, A;1 de enero de 1992;569.046,47
Mujeres;Total;15 Coruña, A;1 de julio de 1991;568.623,19
Mujeres;Total;15 Coruña, A;1 de enero de 1991;568.848,79
Mujeres;Total;15 Coruña, A;1 de julio de 1990;569.243,17
Mujeres;Total;15 Coruña, A;1 de enero de 1990;570.062,99
Mujeres;Total;15 Coruña, A;1 de julio de 1989;570.257,51
Mujeres;Total;15 Coruña, A;1 de enero de 1989;570.948,03
Mujeres;Total;15 Coruña, A;1 de julio de 1988;570.994,40
Mujeres;Total;15 Coruña, A;1 de enero de 1988;571.331,77
Mujeres;Total;15 Coruña, A;1 de julio de 1987;571.382,87
Mujeres;Total;15 Coruña, A;1 de enero de 1987;571.429,72
Mujeres;Total;15 Coruña, A;1 de julio de 1986;571.239,78
Mujeres;Total;15 Coruña, A;1 de enero de 1986;571.884,84
Mujeres;Total;15 Coruña, A;1 de julio de 1985;571.687,91
Mujeres;Total;15 Coruña, A;1 de enero de 1985;571.661,91
Mujeres;Total;15 Coruña, A;1 de julio de 1984;570.933,63
Mujeres;Total;15 Coruña, A;1 de enero de 1984;570.600,36
Mujeres;Total;15 Coruña, A;1 de julio de 1983;569.814,07
Mujeres;Total;15 Coruña, A;1 de enero de 1983;569.343,77
Mujeres;Total;15 Coruña, A;1 de julio de 1982;568.506,54
Mujeres;Total;15 Coruña, A;1 de enero de 1982;567.602,31
Mujeres;Total;15 Coruña, A;1 de julio de 1981;566.372,55
Mujeres;Total;15 Coruña, A;1 de enero de 1981;565.342,18
Mujeres;Total;15 Coruña, A;1 de julio de 1980;564.276,94
Mujeres;Total;15 Coruña, A;1 de enero de 1980;563.234,27
Mujeres;Total;15 Coruña, A;1 de julio de 1979;562.159,55
Mujeres;Total;15 Coruña, A;1 de enero de 1979;561.011,67
Mujeres;Total;15 Coruña, A;1 de julio de 1978;559.397,34
Mujeres;Total;15 Coruña, A;1 de enero de 1978;558.030,36
Mujeres;Total;15 Coruña, A;1 de julio de 1977;556.443,96
Mujeres;Total;15 Coruña, A;1 de enero de 1977;555.302,16
Mujeres;Total;15 Coruña, A;1 de julio de 1976;553.444,94
Mujeres;Total;15 Coruña, A;1 de enero de 1976;552.141,56
Mujeres;Total;15 Coruña, A;1 de julio de 1975;550.233,85
Mujeres;Total;15 Coruña, A;1 de enero de 1975;549.030,77
Mujeres;Total;15 Coruña, A;1 de julio de 1974;547.300,19
Mujeres;Total;15 Coruña, A;1 de enero de 1974;545.920,63
Mujeres;Total;15 Coruña, A;1 de julio de 1973;544.174,40
Mujeres;Total;15 Coruña, A;1 de enero de 1973;543.014,87
Mujeres;Total;15 Coruña, A;1 de julio de 1972;541.125,53
Mujeres;Total;15 Coruña, A;1 de enero de 1972;539.944,29
Mujeres;Total;15 Coruña, A;1 de julio de 1971;538.363,04
Mujeres;Total;15 Coruña, A;1 de enero de 1971;537.269,15
Mujeres;Total;16 Cuenca;1 de julio de 2022;98.412,14
Mujeres;Total;16 Cuenca;1 de enero de 2022;98.289,37
Mujeres;Total;16 Cuenca;1 de julio de 2021;98.415,81
Mujeres;Total;16 Cuenca;1 de enero de 2021;98.423,81
Mujeres;Total;16 Cuenca;1 de julio de 2020;98.304,84
Mujeres;Total;16 Cuenca;1 de enero de 2020;98.821,85
Mujeres;Total;16 Cuenca;1 de julio de 2019;98.709,97
Mujeres;Total;16 Cuenca;1 de enero de 2019;98.760,50
Mujeres;Total;16 Cuenca;1 de julio de 2018;98.892,30
Mujeres;Total;16 Cuenca;1 de enero de 2018;99.189,94
Mujeres;Total;16 Cuenca;1 de julio de 2017;99.361,35
Mujeres;Total;16 Cuenca;1 de enero de 2017;99.808,33
Mujeres;Total;16 Cuenca;1 de julio de 2016;100.180,55
Mujeres;Total;16 Cuenca;1 de enero de 2016;100.703,18
Mujeres;Total;16 Cuenca;1 de julio de 2015;101.167,80
Mujeres;Total;16 Cuenca;1 de enero de 2015;101.969,93
Mujeres;Total;16 Cuenca;1 de julio de 2014;102.443,33
Mujeres;Total;16 Cuenca;1 de enero de 2014;102.977,13
Mujeres;Total;16 Cuenca;1 de julio de 2013;103.632,04
Mujeres;Total;16 Cuenca;1 de enero de 2013;104.421,66
Mujeres;Total;16 Cuenca;1 de julio de 2012;105.123,33
Mujeres;Total;16 Cuenca;1 de enero de 2012;105.970,56
Mujeres;Total;16 Cuenca;1 de julio de 2011;106.418,09
Mujeres;Total;16 Cuenca;1 de enero de 2011;106.740,48
Mujeres;Total;16 Cuenca;1 de julio de 2010;106.561,80
Mujeres;Total;16 Cuenca;1 de enero de 2010;106.671,24
Mujeres;Total;16 Cuenca;1 de julio de 2009;106.605,35
Mujeres;Total;16 Cuenca;1 de enero de 2009;106.600,15
Mujeres;Total;16 Cuenca;1 de julio de 2008;106.195,77
Mujeres;Total;16 Cuenca;1 de enero de 2008;106.058,95
Mujeres;Total;16 Cuenca;1 de julio de 2007;105.429,98
Mujeres;Total;16 Cuenca;1 de enero de 2007;104.691,38
Mujeres;Total;16 Cuenca;1 de julio de 2006;103.790,44
Mujeres;Total;16 Cuenca;1 de enero de 2006;103.474,23
Mujeres;Total;16 Cuenca;1 de julio de 2005;102.937,22
Mujeres;Total;16 Cuenca;1 de enero de 2005;102.434,13
Mujeres;Total;16 Cuenca;1 de julio de 2004;101.623,14
Mujeres;Total;16 Cuenca;1 de enero de 2004;101.284,29
Mujeres;Total;16 Cuenca;1 de julio de 2003;100.926,13
Mujeres;Total;16 Cuenca;1 de enero de 2003;100.471,93
Mujeres;Total;16 Cuenca;1 de julio de 2002;100.036,20
Mujeres;Total;16 Cuenca;1 de enero de 2002;99.964,20
Mujeres;Total;16 Cuenca;1 de julio de 2001;100.456,70
Mujeres;Total;16 Cuenca;1 de enero de 2001;100.612,74
Mujeres;Total;16 Cuenca;1 de julio de 2000;100.713,19
Mujeres;Total;16 Cuenca;1 de enero de 2000;100.823,64
Mujeres;Total;16 Cuenca;1 de julio de 1999;100.957,63
Mujeres;Total;16 Cuenca;1 de enero de 1999;101.099,62
Mujeres;Total;16 Cuenca;1 de julio de 1998;101.201,67
Mujeres;Total;16 Cuenca;1 de enero de 1998;101.384,72
Mujeres;Total;16 Cuenca;1 de julio de 1997;101.511,99
Mujeres;Total;16 Cuenca;1 de enero de 1997;101.702,26
Mujeres;Total;16 Cuenca;1 de julio de 1996;101.857,08
Mujeres;Total;16 Cuenca;1 de enero de 1996;101.992,90
Mujeres;Total;16 Cuenca;1 de julio de 1995;102.114,46
Mujeres;Total;16 Cuenca;1 de enero de 1995;102.243,03
Mujeres;Total;16 Cuenca;1 de julio de 1994;102.389,76
Mujeres;Total;16 Cuenca;1 de enero de 1994;102.557,49
Mujeres;Total;16 Cuenca;1 de julio de 1993;102.635,74
Mujeres;Total;16 Cuenca;1 de enero de 1993;102.685,98
Mujeres;Total;16 Cuenca;1 de julio de 1992;102.733,81
Mujeres;Total;16 Cuenca;1 de enero de 1992;102.784,64
Mujeres;Total;16 Cuenca;1 de julio de 1991;102.846,66
Mujeres;Total;16 Cuenca;1 de enero de 1991;103.017,68
Mujeres;Total;16 Cuenca;1 de julio de 1990;103.250,70
Mujeres;Total;16 Cuenca;1 de enero de 1990;103.545,73
Mujeres;Total;16 Cuenca;1 de julio de 1989;103.867,25
Mujeres;Total;16 Cuenca;1 de enero de 1989;104.205,56
Mujeres;Total;16 Cuenca;1 de julio de 1988;104.541,80
Mujeres;Total;16 Cuenca;1 de enero de 1988;104.871,03
Mujeres;Total;16 Cuenca;1 de julio de 1987;105.128,48
Mujeres;Total;16 Cuenca;1 de enero de 1987;105.435,92
Mujeres;Total;16 Cuenca;1 de julio de 1986;105.708,86
Mujeres;Total;16 Cuenca;1 de enero de 1986;106.068,66
Mujeres;Total;16 Cuenca;1 de julio de 1985;106.388,56
Mujeres;Total;16 Cuenca;1 de enero de 1985;106.660,46
Mujeres;Total;16 Cuenca;1 de julio de 1984;106.925,50
Mujeres;Total;16 Cuenca;1 de enero de 1984;107.263,54
Mujeres;Total;16 Cuenca;1 de julio de 1983;107.539,64
Mujeres;Total;16 Cuenca;1 de enero de 1983;107.836,75
Mujeres;Total;16 Cuenca;1 de julio de 1982;108.054,62
Mujeres;Total;16 Cuenca;1 de enero de 1982;108.267,83
Mujeres;Total;16 Cuenca;1 de julio de 1981;108.426,35
Mujeres;Total;16 Cuenca;1 de enero de 1981;108.925,94
Mujeres;Total;16 Cuenca;1 de julio de 1980;109.848,56
Mujeres;Total;16 Cuenca;1 de enero de 1980;110.737,84
Mujeres;Total;16 Cuenca;1 de julio de 1979;111.691,58
Mujeres;Total;16 Cuenca;1 de enero de 1979;112.636,66
Mujeres;Total;16 Cuenca;1 de julio de 1978;113.571,16
Mujeres;Total;16 Cuenca;1 de enero de 1978;114.518,21
Mujeres;Total;16 Cuenca;1 de julio de 1977;115.446,05
Mujeres;Total;16 Cuenca;1 de enero de 1977;116.456,97
Mujeres;Total;16 Cuenca;1 de julio de 1976;117.337,55
Mujeres;Total;16 Cuenca;1 de enero de 1976;118.240,31
Mujeres;Total;16 Cuenca;1 de julio de 1975;119.140,63
Mujeres;Total;16 Cuenca;1 de enero de 1975;120.048,27
Mujeres;Total;16 Cuenca;1 de julio de 1974;120.945,79
Mujeres;Total;16 Cuenca;1 de enero de 1974;121.835,64
Mujeres;Total;16 Cuenca;1 de julio de 1973;122.688,91
Mujeres;Total;16 Cuenca;1 de enero de 1973;123.538,22
Mujeres;Total;16 Cuenca;1 de julio de 1972;124.371,87
Mujeres;Total;16 Cuenca;1 de enero de 1972;125.269,98
Mujeres;Total;16 Cuenca;1 de julio de 1971;126.086,49
Mujeres;Total;16 Cuenca;1 de enero de 1971;126.919,40
Mujeres;Total;20 Gipuzkoa;1 de julio de 2022;367.752,89
Mujeres;Total;20 Gipuzkoa;1 de enero de 2022;366.745,48
Mujeres;Total;20 Gipuzkoa;1 de julio de 2021;366.896,26
Mujeres;Total;20 Gipuzkoa;1 de enero de 2021;368.128,21
Mujeres;Total;20 Gipuzkoa;1 de julio de 2020;368.494,29
Mujeres;Total;20 Gipuzkoa;1 de enero de 2020;368.282,33
Mujeres;Total;20 Gipuzkoa;1 de julio de 2019;367.209,44
Mujeres;Total;20 Gipuzkoa;1 de enero de 2019;366.369,96
Mujeres;Total;20 Gipuzkoa;1 de julio de 2018;365.290,88
Mujeres;Total;20 Gipuzkoa;1 de enero de 2018;365.026,83
Mujeres;Total;20 Gipuzkoa;1 de julio de 2017;364.172,70
Mujeres;Total;20 Gipuzkoa;1 de enero de 2017;364.140,80
Mujeres;Total;20 Gipuzkoa;1 de julio de 2016;363.515,34
Mujeres;Total;20 Gipuzkoa;1 de enero de 2016;363.078,73
Mujeres;Total;20 Gipuzkoa;1 de julio de 2015;362.476,97
Mujeres;Total;20 Gipuzkoa;1 de enero de 2015;362.394,53
Mujeres;Total;20 Gipuzkoa;1 de julio de 2014;361.952,77
Mujeres;Total;20 Gipuzkoa;1 de enero de 2014;361.913,87
Mujeres;Total;20 Gipuzkoa;1 de julio de 2013;361.712,02
Mujeres;Total;20 Gipuzkoa;1 de enero de 2013;361.974,80
Mujeres;Total;20 Gipuzkoa;1 de julio de 2012;361.622,92
Mujeres;Total;20 Gipuzkoa;1 de enero de 2012;361.550,24
Mujeres;Total;20 Gipuzkoa;1 de julio de 2011;360.858,94
Mujeres;Total;20 Gipuzkoa;1 de enero de 2011;360.374,63
Mujeres;Total;20 Gipuzkoa;1 de julio de 2010;359.449,47
Mujeres;Total;20 Gipuzkoa;1 de enero de 2010;358.929,50
Mujeres;Total;20 Gipuzkoa;1 de julio de 2009;358.113,70
Mujeres;Total;20 Gipuzkoa;1 de enero de 2009;357.563,68
Mujeres;Total;20 Gipuzkoa;1 de julio de 2008;356.287,60
Mujeres;Total;20 Gipuzkoa;1 de enero de 2008;355.198,85
Mujeres;Total;20 Gipuzkoa;1 de julio de 2007;353.595,69
Mujeres;Total;20 Gipuzkoa;1 de enero de 2007;352.382,43
Mujeres;Total;20 Gipuzkoa;1 de julio de 2006;350.877,01
Mujeres;Total;20 Gipuzkoa;1 de enero de 2006;349.925,31
Mujeres;Total;20 Gipuzkoa;1 de julio de 2005;348.704,71
Mujeres;Total;20 Gipuzkoa;1 de enero de 2005;347.922,36
Mujeres;Total;20 Gipuzkoa;1 de julio de 2004;346.956,42
Mujeres;Total;20 Gipuzkoa;1 de enero de 2004;346.328,97
Mujeres;Total;20 Gipuzkoa;1 de julio de 2003;345.414,05
Mujeres;Total;20 Gipuzkoa;1 de enero de 2003;344.561,18
Mujeres;Total;20 Gipuzkoa;1 de julio de 2002;343.703,38
Mujeres;Total;20 Gipuzkoa;1 de enero de 2002;343.138,84
Mujeres;Total;20 Gipuzkoa;1 de julio de 2001;343.141,21
Mujeres;Total;20 Gipuzkoa;1 de enero de 2001;343.079,02
Mujeres;Total;20 Gipuzkoa;1 de julio de 2000;342.924,64
Mujeres;Total;20 Gipuzkoa;1 de enero de 2000;342.947,25
Mujeres;Total;20 Gipuzkoa;1 de julio de 1999;342.891,87
Mujeres;Total;20 Gipuzkoa;1 de enero de 1999;342.991,48
Mujeres;Total;20 Gipuzkoa;1 de julio de 1998;343.026,63
Mujeres;Total;20 Gipuzkoa;1 de enero de 1998;343.184,77
Mujeres;Total;20 Gipuzkoa;1 de julio de 1997;343.116,40
Mujeres;Total;20 Gipuzkoa;1 de enero de 1997;343.221,02
Mujeres;Total;20 Gipuzkoa;1 de julio de 1996;343.292,68
Mujeres;Total;20 Gipuzkoa;1 de enero de 1996;343.389,33
Mujeres;Total;20 Gipuzkoa;1 de julio de 1995;343.423,82
Mujeres;Total;20 Gipuzkoa;1 de enero de 1995;343.548,30
Mujeres;Total;20 Gipuzkoa;1 de julio de 1994;343.578,01
Mujeres;Total;20 Gipuzkoa;1 de enero de 1994;343.705,71
Mujeres;Total;20 Gipuzkoa;1 de julio de 1993;343.669,78
Mujeres;Total;20 Gipuzkoa;1 de enero de 1993;343.703,85
Mujeres;Total;20 Gipuzkoa;1 de julio de 1992;343.653,56
Mujeres;Total;20 Gipuzkoa;1 de enero de 1992;343.716,27
Mujeres;Total;20 Gipuzkoa;1 de julio de 1991;343.660,91
Mujeres;Total;20 Gipuzkoa;1 de enero de 1991;343.987,72
Mujeres;Total;20 Gipuzkoa;1 de julio de 1990;344.727,60
Mujeres;Total;20 Gipuzkoa;1 de enero de 1990;345.468,76
Mujeres;Total;20 Gipuzkoa;1 de julio de 1989;346.150,22
Mujeres;Total;20 Gipuzkoa;1 de enero de 1989;346.705,78
Mujeres;Total;20 Gipuzkoa;1 de julio de 1988;347.377,80
Mujeres;Total;20 Gipuzkoa;1 de enero de 1988;348.014,02
Mujeres;Total;20 Gipuzkoa;1 de julio de 1987;348.537,52
Mujeres;Total;20 Gipuzkoa;1 de enero de 1987;348.973,01
Mujeres;Total;20 Gipuzkoa;1 de julio de 1986;349.348,64
Mujeres;Total;20 Gipuzkoa;1 de enero de 1986;349.883,26
Mujeres;Total;20 Gipuzkoa;1 de julio de 1985;350.268,49
Mujeres;Total;20 Gipuzkoa;1 de enero de 1985;350.553,73
Mujeres;Total;20 Gipuzkoa;1 de julio de 1984;350.688,80
Mujeres;Total;20 Gipuzkoa;1 de enero de 1984;350.829,86
Mujeres;Total;20 Gipuzkoa;1 de julio de 1983;350.870,07
Mujeres;Total;20 Gipuzkoa;1 de enero de 1983;350.929,35
Mujeres;Total;20 Gipuzkoa;1 de julio de 1982;350.805,53
Mujeres;Total;20 Gipuzkoa;1 de enero de 1982;350.525,72
Mujeres;Total;20 Gipuzkoa;1 de julio de 1981;350.325,89
Mujeres;Total;20 Gipuzkoa;1 de enero de 1981;349.822,43
Mujeres;Total;20 Gipuzkoa;1 de julio de 1980;348.806,03
Mujeres;Total;20 Gipuzkoa;1 de enero de 1980;347.681,85
Mujeres;Total;20 Gipuzkoa;1 de julio de 1979;346.676,78
Mujeres;Total;20 Gipuzkoa;1 de enero de 1979;345.316,47
Mujeres;Total;20 Gipuzkoa;1 de julio de 1978;344.091,11
Mujeres;Total;20 Gipuzkoa;1 de enero de 1978;342.474,82
Mujeres;Total;20 Gipuzkoa;1 de julio de 1977;340.742,24
Mujeres;Total;20 Gipuzkoa;1 de enero de 1977;339.018,29
Mujeres;Total;20 Gipuzkoa;1 de julio de 1976;337.109,82
Mujeres;Total;20 Gipuzkoa;1 de enero de 1976;335.149,44
Mujeres;Total;20 Gipuzkoa;1 de julio de 1975;333.434,38
Mujeres;Total;20 Gipuzkoa;1 de enero de 1975;331.611,01
Mujeres;Total;20 Gipuzkoa;1 de julio de 1974;329.722,03
Mujeres;Total;20 Gipuzkoa;1 de enero de 1974;327.959,88
Mujeres;Total;20 Gipuzkoa;1 de julio de 1973;326.093,24
Mujeres;Total;20 Gipuzkoa;1 de enero de 1973;324.197,42
Mujeres;Total;20 Gipuzkoa;1 de julio de 1972;322.257,13
Mujeres;Total;20 Gipuzkoa;1 de enero de 1972;320.285,20
Mujeres;Total;20 Gipuzkoa;1 de julio de 1971;318.258,99
Mujeres;Total;20 Gipuzkoa;1 de enero de 1971;316.374,85
Mujeres;Total;17 Girona;1 de julio de 2022;394.032,77
Mujeres;Total;17 Girona;1 de enero de 2022;389.982,88
Mujeres;Total;17 Girona;1 de julio de 2021;388.366,85
Mujeres;Total;17 Girona;1 de enero de 2021;388.304,95
Mujeres;Total;17 Girona;1 de julio de 2020;386.327,50
Mujeres;Total;17 Girona;1 de enero de 2020;385.193,32
Mujeres;Total;17 Girona;1 de julio de 2019;382.260,44
Mujeres;Total;17 Girona;1 de enero de 2019;380.373,82
Mujeres;Total;17 Girona;1 de julio de 2018;377.949,78
Mujeres;Total;17 Girona;1 de enero de 2018;376.285,13
Mujeres;Total;17 Girona;1 de julio de 2017;374.868,69
Mujeres;Total;17 Girona;1 de enero de 2017;373.673,04
Mujeres;Total;17 Girona;1 de julio de 2016;372.137,44
Mujeres;Total;17 Girona;1 de enero de 2016;371.406,57
Mujeres;Total;17 Girona;1 de julio de 2015;370.463,46
Mujeres;Total;17 Girona;1 de enero de 2015;370.250,47
Mujeres;Total;17 Girona;1 de julio de 2014;370.286,47
Mujeres;Total;17 Girona;1 de enero de 2014;370.792,07
Mujeres;Total;17 Girona;1 de julio de 2013;371.682,87
Mujeres;Total;17 Girona;1 de enero de 2013;372.774,51
Mujeres;Total;17 Girona;1 de julio de 2012;372.735,91
Mujeres;Total;17 Girona;1 de enero de 2012;372.720,56
Mujeres;Total;17 Girona;1 de julio de 2011;371.026,25
Mujeres;Total;17 Girona;1 de enero de 2011;369.575,86
Mujeres;Total;17 Girona;1 de julio de 2010;367.669,18
Mujeres;Total;17 Girona;1 de enero de 2010;365.899,93
Mujeres;Total;17 Girona;1 de julio de 2009;364.034,01
